
20 ['Chr1', 701, 'r2880', 44, '174M26S', '+']
23 ['Chr1', 701, 'r1262', 44, '198M2S', '+']
26 ['Chr1', 1052, 'r2430', 44, '195M5S', '+']
34 ['Chr1', 7141, 'r1874', 44, '196M4S', '+']
12 ['Chr2', 5741, 'r5214', 44, '188M12S', '+']
14 ['Chr2', 6511, 'r3035', 44, '13S87M', '-']
7 ['Chr3', 1, 'r6441', 41, '23S77M', '-']
15 ['Chr3', 281, 'r6166', 44, '194M6S', '+']
22 ['Chr4', 10221, 'r8144', 42, '162M38S', '+']


32 ['Chr1', 701, 'r2692', 44, '197M3S', '+']
22 ['Chr1', 1052, 'r326', 44, '199M1S', '+']
21 ['Chr1', 7141, 'r1880', 44, '199M1S', '+']
12 ['Chr2', 5741, 'r3796', 44, '199M1S', '+']
12 ['Chr2', 6511, 'r3523', 44, '9S91M', '-']
14 ['Chr3', 1, 'r6312', 44, '29S171M', '-']
24 ['Chr3', 281, 'r6966', 44, '199M1S', '+']
21 ['Chr4', 10221, 'r8784', 44, '192M8S', '+']


31 ['Chr1', 701, 'r2076', 44, '199M1S', '+']
30 ['Chr1', 1052, 'r246', 44, '199M1S', '+']
24 ['Chr1', 7141, 'r885', 44, '96M4S', '+']
16 ['Chr2', 5741, 'r3250', 44, '195M5S', '+']
19 ['Chr2', 6511, 'r2973', 41, '26S74M', '-']
8 ['Chr3', 1, 'r5809', 44, '2S98M', '-']
16 ['Chr3', 281, 'r6160', 44, '192M8S', '+']
15 ['Chr4', 10221, 'r9490', 44, '191M9S', '+']


36 ['Chr1', 701, 'r382', 44, '173M27S', '+']
40 ['Chr1', 1052, 'r138', 44, '199M1S', '+']
31 ['Chr1', 7141, 'r1551', 44, '96M4S', '+']
20 ['Chr2', 5741, 'r5066', 44, '197M3S', '+']
21 ['Chr2', 6511, 'r3361', 41, '22S78M', '-']
17 ['Chr3', 1, 'r5689', 41, '26S74M', '-']
23 ['Chr3', 281, 'r6418', 44, '198M2S', '+']
28 ['Chr4', 10221, 'r8076', 44, '199M1S', '+']
